Gene,t_0m_total_readcount_donor1_rep1,t_15m_total_readcount_donor1_rep1,t_30m_total_readcount_donor1_rep1,t_60m_total_readcount_donor1_rep1,t_90m_total_readcount_donor1_rep1,t_105m_total_readcount_donor1_rep1,t_120m_total_readcount_donor1_rep1,t_0m_total_readcount_donor1_rep2,t_15m_total_readcount_donor1_rep2,t_30m_total_readcount_donor1_rep2,t_60m_total_readcount_donor1_rep2,t_90m_total_readcount_donor1_rep2,t_105m_total_readcount_donor1_rep2,t_120m_total_readcount_donor1_rep2
ENSG00000138760,49495.5,45565.0833,42219,28060.8333,40787.5,38633.25,32883.5,39742.8333,45370.3333,24196.5,32555.5,39908.5,39935.6667,50494.5
ENSG00000163749,0,0,1,0,0,0,0,2,1,0,0,0,0,3
ENSG00000118816,21986.6667,18819.5,21520.5,14285,20809,21787.5,18745.5,16079,20764,19893.5,15907.7,19923,22641,27523.5
ENSG00000164107,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000164117,2111,1936,1971.6667,1513.5,1769,1768,1620.5,1581.5,1890.5,733,1548,1933,1865.5,2467
ENSG00000164120,97,104,155,65,133,112,59,123,108,30,97,127,117,133
ENSG00000145451,2,0,0,3,0,0,0,2,3,9,0,17,0,10
ENSG00000150628,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA
ENSG00000164122,8,3,3,0,0,7,0,2,6,11,0,12,9,14
ENSG00000150630,68,52,95,56,64,76,47,79,61,78,29,85,55,109
ENSG00000038002,1005,954,891,603,746,915,592,822,1025,437,742,965,964,1187
ENSG00000174599,0,0,2,0,7,0,0,0,3,0,0,0,0,3
ENSG00000164099,150,139,212,122,86,96,79,151,189,49,158,127,114,170
ENSG00000150961,10162.5,8015.5,9769,5631,7935.5,8055,6973.5,5789,8316.3333,5176,5059,6433,7154,9015.5
ENSG00000164096,11627.5,10565.7,10824.25,6403.5,7971,9497,7082,9995,9924,3961,10369,12461,10952,11917
ENSG00000151458,3952,3494,3762,2702,3548,3553,2558,3480,3400,1540,3190,3750,3102,3635
ENSG00000164073,1475,1285,1296,825,1161.5,1079,878,1349,1342,530,1124,1243,1112,1532
ENSG00000164040,1912,1864,1867,1271,1459,1765,1287,1669,1880,1223,1552,2046,1729,2140
ENSG00000151466,2642,2158.5,2361.5,1322,1637,1668,1252,1688,2299.5,1139.25,1333,1857,1544.5,2090
ENSG00000173083,540,478,441,432,437,422,314,491.6667,441,350,367,416,358,502
ENSG00000163312,1269,1235,1246,809,1111,1015,941,1041,1242,636,1042,1108,1028.5,1224
ENSG00000163322,890.6667,677,607.5,358,556,597.3333,480.5,767.3333,743.3333,648.1667,450,685.5,635.5,873.5
ENSG00000163623,2,4,0,1,0,2,0,0,0,18,0,0,1,0
ENSG00000163625,33316.6667,28440,33081,21597,30626.5,30262.5,24393,23160.8333,29992,20391,23218.1667,27878,28768.3333,33064.8333
ENSG00000056050,639,533.5,609,228,504,448,316,449,611,221,391,468,450,644
ENSG00000198948,31,17,17,5,13,11,2,14,10,15,11,37,25,4
ENSG00000109576,3,1,2,0,7,0,0,1,1,0,0,6,2,1
ENSG00000164104,2140,1735.5,2287.5,1393,1330,1345,894,1714,2050,1845,1356,2175,1487.5,1513.5
ENSG00000164129,0,2,0,0,2,1,0,0,1,18,5,0,4,0
ENSG00000198498,1305,1285,1390,687,767,768,851,1005,1330,556,633,868,872,1216
ENSG00000109270,4734.8333,3476,4062,2330.5,4322.5,3892.5,3500,2824.5,4048.5,1089,2827,3495,5254,5940.3333
ENSG00000164031,8147,7350.5,7710.8333,4410,6821.6667,6647,6034.5,7241.5,8549.5,2679,6027,8058.5,7371,9074
ENSG00000164032,2231.5,2223,1830,2558.5,1900,2077.5,1491.5,3460.5,1880.5,1383,3857.5,4258,2144.5,2650
ENSG00000145358,21,12,14,15,3,6,1,16,15,10,11,3,4,7
ENSG00000138669,3,1,3,0,1,0,0,6,3,11,0,4,0,1
ENSG00000138670,3706.5,2952,6570,12388.5,15963,10595.5,5898.5,2646.5,3014,4513.3333,14206,15939.5,10594,8998
ENSG00000138668,12596,10868.8333,10894.5,8074,9705.5,10638,8838,10997.5,11925.5,9082,9011.5,13818,11017,14826.5
ENSG00000152795,15091.5,12340,13021,8881,12645.5,14521,11634,12034.5,12335.5,5828.5,11217,16307,14815.5,18678
ENSG00000249242,131,93,113,54,78,111,88,79,100,157,71,166,101,151
ENSG00000145284,64,55,56,42,44,94,58,61,107,51,61,81,58,65
ENSG00000138674,18110.5,14418.5,15775.3333,8852.5,15146.9,15456.5,13288.5,9552.8333,14445.5,6930.5,9174,12114,14060.5,17588
ENSG00000189308,2665.5,2123,2488,1346,2301,2549.5,2069,1662,2400,1408,1650.25,2132,2483.5,3467.5
ENSG00000145287,2469,1678.5,1787.5,994,2283.6667,2412.5,2679.25,1387,1904.75,1213.2143,1168,2253,2555.5,4210
ENSG00000173085,550,382,441,349,532,572,422.5,335,425,161,242,451,535,694.3333
ENSG00000138686,599,573,496,342,545,508,384.5,400,533,196,335,493,473,555
ENSG00000138741,18,14,10,7,9,12,1,9,8,26,3,14,8,6
ENSG00000170917,241,214,155,47,74,106,124,142,164,114,28,81,96,87
ENSG00000163644,6845.5,5822.75,5721.5,6294,10149.25,9824,8151.5,6745,5943,10581.8333,8396.5,14016.8333,11040.5,14072.5
ENSG00000145337,1780,1422.5,1503,1218,1253,1324,1013,1742,1507,929,1479,1758,1269,1637
ENSG00000177432,787.5,635,799,350,486,523,488,572,859,535,448,561,569,795
ENSG00000138640,2409,2086,2189,1165,1167.5,1197.5,936,1496,2113,1399,1267,1017,1076,1590
ENSG00000185477,6258,5165,6792.5,3364,6947,7213,4935,4226,5407,3560,3438,6157,6792.5,6771
ENSG00000145384,11,5,5,0,16,5,8,6,9,0,0,12,16,16
ENSG00000138735,697,573,652,189,345,375,319,448,641,155,268,258,340.5,585.5
ENSG00000164109,118,103,110,79,94,133,54,120,101,48,94,128,63,85
ENSG00000138738,43,36,44,25,15,19,37,43,40,14,27,12,22,44
ENSG00000173376,2,4,5,1,6,1,1,2,0,0,6,10,1,8
ENSG00000091490,1960.5,1614,1806.5,1176,1538,1663.5,1422,1277,1701.3333,1059,1263,1417.5,1534,1923
ENSG00000047365,41252.5,32591.5,36964,23385.1667,38095.5,35383,28561,27975.6667,34440,16738.8333,27881.5,33887.5,35523,42710.3333
ENSG00000113387,8136.5,5042,6830.5,3055.5,6039,5199.6667,4753,4392,7175.5,2371.5,4185,5806,7073,8496
ENSG00000164151,9808.5,8530,9385.5,5018,7646,8692,6931.5,6346,8497.5,4792,5265,7018,7884,10368
ENSG00000215218,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000145545,2312,1829.5,1666,889,1461.5,1763,1396,1978,1927,1325,981,1648,1641,2061
ENSG00000112941,2483,2218,2357,1978,1940,2233,1896,2062,2105,2756,1863.5,2546,2001,2587
ENSG00000078295,0,3,0,0,2,9,7,0,1,12.5,0,0,0,0
ENSG00000113389,11,4,7,12,4,12,5,10,16,0,27,9,8,1
ENSG00000113407,9947.5,7779,9412,5171,7539,8143.5,6009,6340,8884,4591,6171,7158,8113.5,8863
ENSG00000215156,619.1222,534.1214,621.5056,463.8083,503.2381,517.6095,437.7667,570.3587,588.6627,1498.0071,512.1667,922.75,390.3929,509.0595
ENSG00000039560,5301,4299,5279.5,3090,5047,5175.5,3750,3430,4624,3149.5,3134,4725,5015,5686.5
ENSG00000185028,13,13,6,2,5,2,12,2,10,29,0,6,2,19
ENSG00000073578,8673.6667,7861,8055.75,6451.25,6339.5,8589.25,6785.9167,6905.5833,7083.75,9708.3333,5238.8333,7382.0833,6719.25,9405.1667
ENSG00000286001,6797.8333,5702.3333,6412,4704,4685,6348,5008.5,4832.4167,5733.8333,6306.8333,3949.8333,5645,5099.1667,7167.6667
ENSG00000249915,4344.6917,3996.8056,4114.4306,2857.8333,3283.5417,3950.6111,3332.4306,3683.6667,3637.575,3592.0444,2650.8333,3911.5,3304.1667,4388.2444
ENSG00000288622,797,778,935,614,630,613.5,613,503,672.3333,1237,437,552,601,711.3333
ENSG00000177300,105.8333,111.6667,107,41.6667,68.8333,56.1667,55.3333,68.8333,117.5,40,56,57,70,70
ENSG00000185758,37.3333,15.6667,22,8.6667,16.3333,9.1667,5.3333,10.8333,17,31,1.5,3,5.5,6
ENSG00000182552,1333,965.5,1086.5,590,1003.8333,979,832.8333,818,1225,281,778.5,1164,1123.5,1348
ENSG00000164303,23,6,20,13,4,9,18,3,8,7,19,2,4,14
ENSG00000168310,24735.1667,21888.5,25188.25,11502.5,15085,15601.5,14798.5,13378.4,22968.3333,15307,11157.5,12378,14831.5,20566
ENSG00000112877,293,209,280,146.5,161,202,168,215,210,530,128,187,161,235
ENSG00000071539,117.5,70,66,44,70,86,48,70,77,32,60,54,59,66.1
ENSG00000145506,0,3,0,0,1,0,0,0,1,12,0,0,2,4
ENSG00000283740,2,0,0,2,0,0,2,0,0,0,0,5,5,0
ENSG00000120251,0,4,0,1,0,0,0,0,0,1,0,0,0,8
ENSG00000164124,1810,1434.5,1557,877,957,926,717,1402,1524,607,1062,946.5,961,1245
ENSG00000171509,394,298,254,137.5,202,141,148,323,332,33,258,245,150,214
ENSG00000171503,4312.5,3253.5,3797.8333,2331,3617.5,3144,2906,3044.5,3954.5,2872.5,2995,3560,3358,4604
ENSG00000052795,88729.8333,71625.1667,85573.0833,54176.5,85629.5,91991.5,80240.5,58068,74726.5,55393.5,55112.8333,77644.6667,82486.6667,103797
ENSG00000198589,4505.5,4040.5,4405.5,2900.5,4107,4069.5,3370,3378,3883,2283,3218,3658,3576,4031.5
ENSG00000109686,195.6667,165,164.5,78.6667,242,144.8333,135.5,151.5,167.0833,175.5,113.4167,168.6667,112,162
ENSG00000059691,1561,1398.5,1469.5,837,1110.5,1172.5,1107,968,1279,1014,698,1034,907,1362
ENSG00000109670,4478,3963,4519,3270,3684,3566,3062,3647.5,4293,4193,3525,4830.5,3631.5,4423.5
ENSG00000113361,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0
ENSG00000082213,4261.5,3501,3784,1976,3467,3001,2886.5,2534,4322.5,1141,2407.5,2933,3408.5,4282
ENSG00000133401,801,613,590,300,697,653,579,578,736,517,412,569,616,899
ENSG00000163297,24152.5,22019.1667,23387,17620.3333,19839.5,21565.1667,16719,20306.5,22384,15789.8333,18441,23974.3333,19985.1667,23650.8333
ENSG00000174358,0,0,5,0,0,0,0,0,0,4,0,0,0,0
ENSG00000145494,1395.8333,1094.5,1016.5,672.5,939.5,1097,698,950,1012.5,921.5,701.5,1330,888,1343.5
ENSG00000145536,0,2,0,3,0,0,0,0,0,0,0,3,0,1
ENSG00000153064,30,20,28,7,62,32,20,27,33,15,10,27,24,32
ENSG00000109320,77685.3333,68073,77200.5,64521.3333,88789.8333,103290.6667,91296.75,54939.5,65277.1667,57412.8333,67229.5,90231.3333,87489,118345.3333
ENSG00000145354,3580,2997.25,3265.8333,1991.8333,3300.4167,3037.5,2401.5,2733.1667,3547.75,1216.0833,2791.5,3445.75,3619.5,4404.4167
ENSG00000168769,26854.6667,19277.8333,24103,12073.5,18929.6667,19797,15602,12434.1667,21380.6667,9268.5,12578,14089.6667,17542.3333,21811.5
ENSG00000236699,30,23,20,6,23,19,25,22,26,12,4,14,16,38
ENSG00000256043,7423.3333,5686.5,6667.5,3547.5,6413.5,5855,5190.5,4370.5,6472,2169.6667,4012.5,5409,6160,7574
ENSG00000145431,871,782,800,716,899,967,688,717.5,722,851,736,985,993,1074
ENSG00000164125,9659,9461.5,9890,6512.5,8102,8624,6841.5,7718.5,8712,6624,6145,8484,7851.5,9338.5
ENSG00000205208,1007,734.5,791,473,903,913,784,693,978,280,591,917,1132,1224
ENSG00000171497,3066,2918,2973,1827,2340.5,2627,1953,2420,3397,1870,2299,3207,2663,3432
ENSG00000063438,870,845,1033.5,672,704,688.5,665,607,767.8333,1416,489,627.5,690,723.3333
ENSG00000180104,4935.2345,4608.8726,4999.2262,3391.9286,3631.45,4642.9762,3945.1595,3636.35,3897.1333,6253.9238,2920.2381,3986.7361,3484.6833,5066
ENSG00000171643,4,5,1,4,3,2.125,0,3,4,6,0,2,0,0
ENSG00000145708,63,45,94,28,71,45,57,26,61,42,60,37,48,68
ENSG00000164252,4609,3846.3333,4092,2276,3220.5,3460.5,2952.6667,2861.5,4611.8333,2360,2484,2985,3466.1667,4664.3333
ENSG00000285000,2863.5,1948.3333,2454,965,1961,1840,1713.6667,1326.5,2687.8333,888,1089,1443,1913.1667,2538.8333
ENSG00000284762,11,13,10,1,5,10,7,19,7,0,9,9,8,10
ENSG00000113231,117,81,95,13,65,45,76,57,138,32,68,74,83,139
ENSG00000085365,3362,2779,2909,1753,2585,2429,1935,2470,3243,781,2057,2833,2885,3477.5
ENSG00000132840,2,0,9,0,0,2,0,0,3,1,0,0,0,0
ENSG00000145741,16124.1667,12251.5,14179,7708.5,13168,14210.5,11402.5,8682.5,14836,6290.1667,8873,11492.75,15685.8333,20056
ENSG00000164338,1402,1242,1241,908,1116,885,832,1073,1317,392,986,1197,1046,1405
ENSG00000214944,5,2,0,4,10,4,8,0,13,7,0,0,1,0
ENSG00000049860,15509.5,12825,14659,8826,12153,13209.5,11553,10336.5,13664,7584,8994.5,11190.5,12042.5,15988
ENSG00000164346,5088.5,3383.5,4166.5,1992.5,3536.5,3673,3044,2643,4734.5,1403.8333,2620.5,3995.5,4112,5449.3333
ENSG00000133302,680,531,684,315.5,521,368,381,416.5,601.5,182,401,550.5,458.5,514
ENSG00000164291,265,218,168,108,200.3333,143,149,184,244,97,66,153,173,221
ENSG00000178015,50,34,21,23,16,22,26,46,30,59,6,32,13,31
ENSG00000175449,67,61,65,20,46,53,32,65,48,25,49,54,35,61
ENSG00000172062,2394.75,1688.5,2235.5,1113.5,1880.25,1827,1611.25,1404.5,2193.4167,1319.5,1263,1748.6667,1951.25,2334.9167
ENSG00000109381,7074,5488.8333,6449.5,3974,6075,5801.3333,4797.6667,4727,5836,3290.5,4024,5740.5,5672,6657
ENSG00000137463,4,2,2,0,0,5,0,3,8,0,0,0,0,0
ENSG00000109390,2535,2068,2181,1679,2082,2462,2231,2006,2052,1970,1676,2912.5,2412,3124
ENSG00000288643,67,53,57,48,53,40,39,61,56,128,24,54,43,89
ENSG00000086200,1127.5,1110,995,874.5,995,980,791,1003.5,981,478,952,1090.5,999,1140
ENSG00000186105,51,75,50,46,39,30,26,46,36,17,22,23,29,26
ENSG00000164197,0,2,2,0,0,4,0,0,1,9,0,0,0,0
ENSG00000175857,428,315,392,119,253,239,202,173,445,87,140,239,308,308
ENSG00000152932,4,3,1,0,1,0,0,1,3,0,0,0,0,12
ENSG00000164182,333.5,278.3333,263,142,308.5,267,198,211,298,108.5,132.5,192.5,245.3333,263.4
ENSG00000130449,6508,5661,6479.5,4187.5,6270.5,7042.5,5895.5,3723.5,5572,3401,3862.5,5606.5,6541.5,8669.5
ENSG00000068796,5068,4235.5,4405,2431,3551.1667,3379,3344,3514.5,4954.5,2015.5,3191,3690,3694,5279.5
ENSG00000112992,5893,5554.1667,5686.9286,4063.5,4648.8333,4901,4062,4887.3333,4852.1667,2560,4139,5622.5556,4667.1,6175.25
ENSG00000112996,2670,2488,2353,1652,1694,1964,1893,1960,2424,1437,1437,1812,1816,2537
ENSG00000151883,10499.5,8216.3333,10025.3333,4818.3333,7150.5,6486,5407.6667,5500.1429,9017.3095,3025,5006.6667,5895,6379.5,7277
ENSG00000152684,1422,1281,1183,757,874.5,1104,1160,1057,1108,888,601,957,941,1519
ENSG00000151876,898,847,796,675,1031,928,682,675,827,232,811,1115,950,1203
ENSG00000112964,5,5,4,3,1,8,0,5,4,8,0,8,2,9
ENSG00000198865,1328,1079,1146,656,1112,1101,797,858,937,615,869,1034,944,1163
ENSG00000172262,2940,2287.5,2569,1432,2217.5,2520.5,2155,1825,2431.5,1752,1378,2485,2421,3248.5
ENSG00000177453,113,90,121,60,91,119,152,71,87,96,34,63,102,177
ENSG00000124275,4178.5,3806.5,3986,2195,2758,2644.5,2251,2940.5,3538,2293,2415,2751,2554,3096
ENSG00000150753,8535.5,7672.3333,8365,5107,6861,7559,6226,5909,7179.5,5732,5104,6767,6791,8587.5
ENSG00000145495,10529.3333,9398.5,9853,8018.5,9706,9939.5,8463,10060.3333,9469,6970,9210,13264.5,9532,11709
ENSG00000145491,1,4,1,6,3,5,1,4,1,19,16,0,2,0
ENSG00000164236,5532,4659.5,5425,5306.5,5978,8903,7847,4901.5,4579,6729,4445,7684,7017,9746.6667
ENSG00000213949,625,484,543,315,463,415,460,420,480,252,345,314,396,593
ENSG00000164171,500,426,448,250,355,326,310,334,454,210,272,442,271,373
ENSG00000134363,28,21,14,48,33,21,5,25,18,32,33,34,10,41
ENSG00000164258,1074.5,978,957,757,1088.3333,950,682,1071,932,527,900,1293,1076.6667,1351
ENSG00000189184,4,0,2,0,0,0,0,0,0,0,0,0,0,8
ENSG00000151012,41968.5,39551.3333,43590,36333.5,47905.5,44229,31489,42068,40302,17708.2333,43365.5,59975,45316,47670.9048
ENSG00000154447,743,487,606,424,498,517,450,459,532,481,365,431,382,471
ENSG00000137601,1556,1390,1467,856,1070.5,1081,849,1308,1651.5,833,1110.5,1265,1075,1384
ENSG00000205572,869.25,721,664,680,763.5,716,502.5,851.5,874.5,1811.5,825,1199,776.5,1123
ENSG00000205571,2143.25,1517,2023,1005,1653.75,1667,1423.25,1252.5,1907.1667,1238,1266,1633.6667,1743,2087.6667
ENSG00000293691,237.2298,137.1734,236.3143,57.8234,112.131,105.1738,70.6591,107.2639,195.3385,295.2365,37.7008,99.4738,99.0317,111.2933
ENSG00000293689,229.8742,137.5357,176.8175,54.7071,119.4127,84.8869,62.3861,89.3452,191.7683,303.248,51.2353,88.629,56.8694,100.523
ENSG00000172058,770.25,641,613.5,564.5,611.5,626.5,460,717.5,745.5,1580.5,652,976,627.5,912
ENSG00000050730,20031,17942,21446,29686,66383,85517,66704.5,13783.5,18741.5,12198,34253.8333,72802.3333,80771.5,106544
ENSG00000164111,51084,39990.5,46927.5,31189,51601,50359,41687.5,30527,42262,23177,33223,47504,50785.5,59726
ENSG00000145386,303,237,213,125,129,103,122,173,275,41,132,96,130,205
ENSG00000145416,56161,43311.3333,50542.5,23378.3333,39762,35549.1667,30056.8333,32292.5,51139.8333,14041,28255,32972.1667,38791.8333,44695
ENSG00000183439,111.5,95.5,111,38.5,62,96.5,44.5,87.8333,97.5,30,51.5,77,72,105
ENSG00000170088,3097,2244,2561.8333,1480,2118.5,1867,1655.5,2032.5,2620.5,2935.8571,1860.5,2250.5,2036,2454.25
ENSG00000229894,645.6667,412.8333,548.6667,152,430.6667,373,311.5,318.5,501.0833,182.6667,244.8333,335.4167,380.6667,443.6667
ENSG00000196104,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000181104,137,127,124,65,110,130,102,78,105,70,54,89,125,129
ENSG00000164251,5,4,2,5,11,13,0,2,7,0,0,3,4,2
ENSG00000145642,0,0,0,0,2,0,4,0,1,0,0,0,0,0
ENSG00000153015,4830,3922.5,4255.5,1774,2886.5,2997.5,2890.5,3094.5,4748.1429,2287,2326.5,2802.3333,3294.5,4658
ENSG00000113593,2967,2410.5,2751,1535,2203,1873.5,1681,2155,2672,1060,2089,2580,2150,2784
ENSG00000253251,264,210,248,161,232,208,163,205,185,37,164,146,240,271
ENSG00000113597,2167,1927,1945,1177,1812,1545,1484.3333,2008,1890,549,1608,2083,1705,2262
ENSG00000145623,1307,1045,1212,709,1223,1286,1192,1039,1270,744.25,903,959,1289,1826
ENSG00000171522,16989.5,16668.5,21227.5,27740.5,31941.3333,35410,25085.3333,12614,16071.1667,16859.7,24522,35265.5,27861,32735
ENSG00000132357,6274,5314,6175,3214,3989.5,3989,3255,4071,5633.2,4551,3508,3776,3873,4801.5
ENSG00000112936,5,9,7,0,0,7,0,4,5,1,2,1,5,0
ENSG00000205765,15497,11454.5,12882.5,7940,17469.3333,14466.5,14068.5,9597.6667,14516.5,3325,10419.5,14547.5,17881.5,22866
ENSG00000145740,2004,2203.5,1965,1571.5,2105,2010,1554,2024.5,1873,1163,1710,2666,2075,2405.5
ENSG00000134057,362,263.5,272,252.8333,374,498,304,305,254,176,197,475,446,467
ENSG00000153044,53,67,54,31,53.5,47,39,89,56,38,39,122,56,73
ENSG00000134056,781,605,651,552,631,673,417,671,611,161,467,1235,700,754.5
ENSG00000134058,1273,976,1090,769,1047,1229,921,887,1058,474.5,952,1313.5,1196,1386
ENSG00000109814,1896,1492,1608,952,1190,1419.5,1199,1437.5,1561.5,783,1097,1475,1346,1787
ENSG00000163683,1400,1229,1038,827,970,848,637,1288,1199.6667,1865.4167,964,1265,1005.375,1094.75
ENSG00000175745,0,0,0,1,1,0,0,0,0,0,0,3,0,0
ENSG00000109436,81879.5,73046,86422.5,62856.5,80753.5,100696,85626.5,56305,72969,84264,54879.5,82214.5,84710,103452
ENSG00000170153,83,100,101,105,66,69,76,60,106,65,78,95,117,162
ENSG00000109452,67,66,52,35,70,84,45,46,60,37,25,78,51,75
ENSG00000183090,0,3,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000197465,5,7,2,1,0,3,4,0,7.5,0,0,6,5,5
ENSG00000113161,12955.5,12847.1667,12322.3333,10224,9773.5,9586,8666,11049,11481.5,5696,11136,11249.1667,8472.5,11779
ENSG00000122008,8897.1631,6785.2536,8012.3901,3503.7889,7035.4214,6473.1802,5571.0972,5069.9786,8492.5052,4036.5,4546.4452,5671.175,7588.4294,8961.0623
ENSG00000189045,15,11,13,5,5,10,3,8,27,21,10,24,13,12
ENSG00000122012,7,3,6,0,7,10,16,4,6,0,0,3,5,1
ENSG00000145703,10218,7883,9460.6667,4414.5,7744,7635,6490,5795.5,8618.5,4264.5,5716,6687,7488,9152.5
ENSG00000047188,4063.5,3674.3333,3782,2717.5,3300.5,3027,2528,3427,3703,1864,3090,3799,3134,3851.5
ENSG00000177879,1627.5,1384,1433,820,1352.5,1317.5,1169,1347.5,1601.5,622.5,1106,1581,1646,1958.5
ENSG00000172901,2,9,0,1,4,2,0,1,2,2,0,4,0,6
ENSG00000268223,3,0,0,0,0,0,0,0,1,11,0,0,0,0
ENSG00000184838,217,154,180,95,167.5,180,114,78,188,174,118,161,143,208
ENSG00000310517,27790,20170.5,24543.5,12501,21669,22739.5,17886,15418,23112.5,12210,13814.5,18331.5,21724.5,27848
ENSG00000164308,2506,1731,1997,713,1016,1042,1167,1593.5,2202,1291,793,803,1044,1597
ENSG00000113441,15601,13393,13825,9072.5,11003.5,10222,9356.5,13133,13743.5,4857,10639.3333,12047,10621,12620
ENSG00000174136,74,60,60,61,86,70,29,58,86,40,66,103,83,100
ENSG00000283288,2,9,7,0,0,0,0,2,15,11,3,7,1,1
ENSG00000131508,4407.6667,3752.5,4065.5,2904.5,3740.5,3928.1667,3314.6667,3506,4317,3420.5,3029,4429,4095.8333,5234.6667
ENSG00000171604,3540,3375.5,3583.5,1952,1621,1696.5,1172,2500,3230,4385.25,1757,1885,1410,1660.5
ENSG00000146005,5,6,1,1,0,1,0,0,0,0,2,3,3,2
ENSG00000185129,3688,3321,3413,1989,2007,2287,2215,3182,3606,3182,1948,2224,2295,2915
ENSG00000204967,1,2,5,0,0,4,3,4,1,6.125,6,0,1,0
ENSG00000204965,6,1,0,0,4,0,0,1,0,15,0,0,2,0
ENSG00000081842,0,0,0,0,0,7,0,0,2,6,0,0,0,0
ENSG00000204963,4,0,0,0.6667,0,2,0,0,0.6667,6,0,0,0,0
ENSG00000204962,1,2,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000204961,0,3.5,1.2,0.6667,0,0,0,2,2.1667,17,0,0,0,14
ENSG00000250120,0,4,0,0,2,1,0,4,2,26,0,0,0,0
ENSG00000248383,0,1,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000112852,0,0,2,0,0,0,0,0.1667,0,16,0,0,5.125,0
ENSG00000081818,4,0,4,1,2,0,0,0,11,11,0,0,0,4
ENSG00000113209,3,1,1,2,0,2,2,0,2,0,0,0,1,0
ENSG00000113212,1,0,0,0,0,0,0,1,0,5,0,0,0,0
ENSG00000120322,1,0,0,0,0,0,0,0,1.5,9,0,0,0,0
ENSG00000272674,0,0,0,2,1,0,0,1,4,8,0,0,3,1
ENSG00000177839,5,8,2.5,2,0,1,0,2,2.8333,0,0,4.3333,8,3
ENSG00000120324,0,0,2,0,0,5,6.5,2,1.3333,0,0,0,2,2
ENSG00000197479,6,0,0,0,1,0,0,0,1,0,15,0,2,0
ENSG00000120328,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA
ENSG00000187372,3,6,10.2,4,10,7,0,2,8.5,14,0,5,7,2
ENSG00000120327,2,0,3,4,0,0,3,0,2,12,0,0,5.125,4
ENSG00000279983,2,5,0,0,3,0,0,0,0,3,0,3,0,0
ENSG00000113248,15,21,56,36,21,8,4,11,17,43,45,13,6.125,29
ENSG00000081059,1535,1313,1404,1141,1273,1590,1298,1327,1313.5,2540,1059,1607.5,1210.3333,1713
ENSG00000119048,3623,2864,3248,2136,3441,3037,2482,3138.3333,3551.5,1033,3017,4177,4195,4781.5
ENSG00000043143,9664.5,9266,9876,6440.5,4655,6121.5,4890,7833.25,8574,14780.6667,5072,5613.5,4301,6347
ENSG00000113615,8904.5,6906,8118,4246.5,7014,6480,6193,5441.5,8272,3170,4574.5,5420,6424,7941.5
ENSG00000164615,1897,1858,1596.5,1336,1603,1711,1346,1925.5,1716.6429,1440,1444.8,2318,1729,2197
ENSG00000253910,477.1667,339,464,221,362,386,339,265.5,429.5,744,187.5,362,287,456
ENSG00000253485,475.1,328,454,208,351,345,336,250.5,397,687,183,373,284,449
ENSG00000262209,454,324,453,212,352,366,334,254,405,705,178,358,274,451
ENSG00000253731,449.1,314,452,225,362,357,346.6667,255,388.5,757,199,384,274,449
ENSG00000253537,428.1,315,428,203,330,347,318,246,377,692,187,340,262,437
ENSG00000204956,433.1,300,425,198,329,332,310,232,375,690,174,339,256,419
ENSG00000081853,426.1,298,426,198.5,329,334,310,233,374,691,174,339,255,416
ENSG00000153037,4016,3493,3353.5,1969,3357.5,3306.3333,2662.6667,2918.5,3908.5,3564.75,2603,3871.5,3772,4921.5
ENSG00000172795,8942.5,8483.5,8034,6873,9252.5,8532.5,7091.5,10713.5,8313.5,3609,9804,13053,9704.5,11603.5
ENSG00000205089,86,27,34,14,41,43,46,29,35,52,13,15,36,62
ENSG00000198944,0,0,0,0,0,0,7,0,1,0,0,0,0,0
ENSG00000164405,870,913,706,537,825,766,530,943,973,608,528,1062,1066,1497
ENSG00000164406,152,100,85,93,173,74,85,78,118,107,64,180,129,127
ENSG00000170606,12475.5,11074,11702,6889.5,9133,10339,8375,8714,11924.5,4873,7189,9661,9736,12520.5
ENSG00000155324,1486,1150,1250,1118,2870.5,2796,2147,1062,1091,809,1199,2676,2738,3485.5
ENSG00000164902,3294,2788.8333,3083,1723.5,2120,2698,1897.5,2306.5,3092.5,3533.25,1868,2801,2354,3006.5
ENSG00000113368,11002.5,10440,10685,7501.5,6200,7747,7148,8779,10293,10738,6745,7110,6586,9623
ENSG00000145794,13,9,6,7,26,10,15,9,11,7,2,12,17,8
ENSG00000145833,9800,8112.1667,8954.5,5029,7329,8405.5,6828,6833.3333,8838,5449.5,5824.5,8083,7562.5,10052
ENSG00000310592,124,50,105,27,133,84,27,75,78,189,49,93,82,100
ENSG00000181904,4270,3907.3333,3942,2420.5,3238.5,3470,2955.5,3662.5,4093,1904.2,2503,3448,3493,4407.5
ENSG00000113621,2631,2376,2521,1888.5,2322,2500,2007,2070,2294,3309.5,1953,2399,2046,2846.5
